,RBP?,cluster,phase,meanLogFC,pvalue,p_adjust,Product Description,Input ID,Paralog count,Chromosome,Genomic Location (Gene),Genomic Location (Transcript)
C4B63_7g202,No,late,36.1208463329748,1.58365988951814,0,0,Coiled-coil and C2 domain-containing protein,C4B63_7g202,0,Not Assigned,"PRFA01000007:520,431..523,235(-)",PRFA01000007:520431..523235(-)
C4B63_7g209,Yes,middle,24.5442070927155,0.90401756683776,0,0,Ribonuclease P protein subunit p25-like protein,C4B63_7g209,1,Not Assigned,"PRFA01000007:502,177..502,674(-)",PRFA01000007:502177..502674(-)
C4B63_7g210,Yes,middle,24.8359222892951,0.455613068547414,0,0,Ribonuclease P protein subunit p25-like protein,C4B63_7g210,1,Not Assigned,"PRFA01000007:498,705..499,385(-)",PRFA01000007:498705..499385(-)
C4B63_7g233,No,early,13.5243337255485,0.729115059931141,0,0,ribosomal protein S19,C4B63_7g233,0,Not Assigned,"PRFA01000007:450,042..450,545(-)",PRFA01000007:450042..450545(-)
C4B63_7g236,No,middle,18.8517526886675,0.339728767635121,0,0,regulatory subunit of protein kinase a-like protein,C4B63_7g236,0,Not Assigned,"PRFA01000007:441,767..443,443(-)",PRFA01000007:441767..443443(-)
C4B63_7g282,Yes,early,14.3984070044576,0.738711552931939,0,0,ATP-dependent RNA helicase,C4B63_7g282,3,Not Assigned,"PRFA01000007:346,429..352,971(-)",PRFA01000007:346429..352971(-)
C4B63_7g299,No,middle,17.0824709765419,1.13365552042111,0,0,conserved hypothetical protein,C4B63_7g299,1,Not Assigned,"PRFA01000007:322,938..324,944(-)",PRFA01000007:322938..324944(-)
C4B63_7g307,No,late,33.9576718503375,0.86569638199132,0,0,"DNA topoisomerase IB, large subunit",C4B63_7g307,0,Not Assigned,"PRFA01000007:308,692..310,686(-)",PRFA01000007:308692..310686(-)
C4B63_7g313,No,middle,16.6443909588449,0.852973166383356,0,0,amidinotransferase,C4B63_7g313,1,Not Assigned,"PRFA01000007:301,772..302,905(-)",PRFA01000007:301772..302905(-)
C4B63_7g347,No,middle,16.288022006789,0.461574300111351,0,0,"V-type ATPase, A subunit",C4B63_7g347,0,Not Assigned,"PRFA01000007:228,994..230,826(-)",PRFA01000007:228994..230826(-)
C4B63_7g361,No,late,29.6039540182809,0.672693652586138,0,0,phosphomannomutase-like protein,C4B63_7g361,0,Not Assigned,"PRFA01000007:208,789..210,546(-)",PRFA01000007:208789..210546(-)
C4B63_7g383,No,middle,20.308777418045,0.359494008757885,0,0,epsilon-adaptin,C4B63_7g383,0,Not Assigned,"PRFA01000007:153,197..155,599(-)",PRFA01000007:153197..155599(-)
C4B63_7g385,No,middle,17.2852682552582,0.423454522666083,0,0,Ufm1-specific protease 2,C4B63_7g385,0,Not Assigned,"PRFA01000007:148,664..149,617(-)",PRFA01000007:148664..149617(-)
C4B63_7g400,No,middle,17.6552328735549,0.387397744490611,0,0,ER membrane protein complex subunit 1,C4B63_7g400,0,Not Assigned,"PRFA01000007:114,214..116,643(-)",PRFA01000007:114214..116643(-)
C4B63_7g418,No,early,15.421014899025,0.261209693061133,0,0,palmitoyl acyltransferase 9,C4B63_7g418,0,Not Assigned,"PRFA01000007:77,894..78,664(-)",PRFA01000007:77894..78664(-)
C4B63_7g421,No,early,15.8704113742902,0.427072985199406,0,0,coatomer alpha subunit,C4B63_7g421,0,Not Assigned,"PRFA01000007:72,426..76,007(-)",PRFA01000007:72426..76007(-)
C4B63_7g438,No,early,15.9796613442426,1.13190261825229,0,0,glutamate dehydrogenase,C4B63_7g438,3,Not Assigned,"PRFA01000007:16,369..17,619(-)",PRFA01000007:16369..17619(-)
C4B63_7g70,No,late,29.1670390274572,1.18206012690594,0,0,TPR-repeat-containing chaperone protein DNAJ,C4B63_7g70,0,Not Assigned,"PRFA01000007:560,758..562,860(+)",PRFA01000007:560758..562860(+)
C4B63_7g72,No,early,14.6416567011542,0.704478331670089,0,0,conserved hypothetical protein,C4B63_7g72,0,Not Assigned,"PRFA01000007:566,583..567,704(+)",PRFA01000007:566583..567704(+)
C4B63_7g79,No,middle,22.8175533639421,0.668476416233794,0,0,aspartyl-tRNA synthetase,C4B63_7g79,0,Not Assigned,"PRFA01000007:578,780..581,017(+)",PRFA01000007:578780..581017(+)
C4B63_80g21,No,middle,16.49704322768,0.653358111524898,0,0,Nucleoside diphosphate kinase,C4B63_80g21,0,Not Assigned,"PRFA01000080:52,233..52,694(+)",PRFA01000080:52233..52694(+)
C4B63_80g26,No,middle,24.3435081340757,0.464123459770023,0,0,outer dynein arm docking complex protein,C4B63_80g26,0,Not Assigned,"PRFA01000080:64,864..66,567(+)",PRFA01000080:64864..66567(+)
C4B63_80g40,No,late,30.1005085090596,0.776082584250821,0,0,conserved hypothetical protein,C4B63_80g40,0,Not Assigned,"PRFA01000080:89,899..92,898(+)",PRFA01000080:89899..92898(+)
C4B63_80g53,No,middle,17.5162340957195,0.686686797061381,0,0,iron superoxide dismutase,C4B63_80g53,5,Not Assigned,"PRFA01000080:113,225..113,635(+)",PRFA01000080:113225..113635(+)
C4B63_80g7,No,early,14.4405497182984,0.428558480748441,0,0,60S ribosomal protein L8,C4B63_80g7,1,Not Assigned,"PRFA01000080:12,126..12,908(+)",PRFA01000080:12126..12908(+)
C4B63_81g19,No,early,14.1524701497397,1.02855871125614,0,0,"chaperonin HSP60, mitochondrial precursor",C4B63_81g19,18,Not Assigned,"PRFA01000081:48,164..49,852(+)",PRFA01000081:48164..49852(+)
C4B63_81g40,No,middle,20.0813443871616,0.416741634077964,0,0,ATP-dependent DEAD/H RNA helicase,C4B63_81g40,1,Not Assigned,"PRFA01000081:78,378..80,165(+)",PRFA01000081:78378..80165(+)
C4B63_81g43,No,middle,20.0068857826969,0.123351031860511,0,0,Protein BUD31 homolog,C4B63_81g43,0,Not Assigned,"PRFA01000081:84,745..85,461(+)",PRFA01000081:84745..85461(+)
C4B63_81g48,No,late,32.224435166992,1.01078366103107,0,0,CTL-like protein DDB G0274487,C4B63_81g48,1,Not Assigned,"PRFA01000081:95,316..96,650(+)",PRFA01000081:95316..96650(+)
C4B63_81g53,No,early,12.9186554742106,0.632204319579953,0,0,GTP-binding protein(fragment),C4B63_81g53,0,Not Assigned,"PRFA01000081:107,504..108,610(+)",PRFA01000081:107504..108610(+)
C4B63_81g55,No,middle,16.1579344262411,0.340921870695205,0,0,conserved hypothetical protein,C4B63_81g55,0,Not Assigned,"PRFA01000081:110,753..111,694(+)",PRFA01000081:110753..111694(+)
C4B63_81g59,No,middle,17.5002930195651,0.515025132438282,0,0,glucokinase,C4B63_81g59,0,Not Assigned,"PRFA01000081:117,191..118,321(+)",PRFA01000081:117191..118321(+)
C4B63_81g62,No,middle,18.8654844037326,0.651632589826888,0,0,glutamine aminotransferase,C4B63_81g62,15,Not Assigned,"PRFA01000081:121,959..123,197(+)",PRFA01000081:121959..123197(+)
C4B63_83g24,Yes,middle,18.5002018923128,0.295473183404311,0,0,zinc-finger (CCCH type) protein,C4B63_83g24,0,Not Assigned,"PRFA01000083:81,030..81,551(+)",PRFA01000083:81030..81551(+)
C4B63_83g26,No,middle,23.0614927896464,0.406491438530316,0,0,mitochondrial carrier protein,C4B63_83g26,0,Not Assigned,"PRFA01000083:85,444..86,418(+)",PRFA01000083:85444..86418(+)
C4B63_83g29,No,middle,20.2295216381077,1.2111686836867,0,0,ATP-dependent protease ATPase subunit HslU1,C4B63_83g29,0,Not Assigned,"PRFA01000083:92,528..93,952(+)",PRFA01000083:92528..93952(+)
C4B63_83g34,No,middle,26.4085160804328,0.620337810439051,0,0,Eukaryotic translation initiation factor 4 gamma 1,C4B63_83g34,0,Not Assigned,"PRFA01000083:103,296..106,556(+)",PRFA01000083:103296..106556(+)
C4B63_83g36,No,early,13.5810651693027,0.561350199414983,0,0,ppnN,C4B63_83g36,0,Not Assigned,"PRFA01000083:111,661..112,653(+)",PRFA01000083:111661..112653(+)
C4B63_83g61,No,late,38.2958122743391,1.35742179483715,0,0,conserved hypothetical protein,C4B63_83g61,0,Not Assigned,"PRFA01000083:71,584..73,512(-)",PRFA01000083:71584..73512(-)
C4B63_83g62,No,early,15.7937976640305,0.431422627160128,0,0,60S ribosomal protein L13a,C4B63_83g62,1,Not Assigned,"PRFA01000083:69,745..70,413(-)",PRFA01000083:69745..70413(-)
C4B63_83g68,No,middle,24.4221536785425,0.30746645373804,0,0,protein phosphatase 2C,C4B63_83g68,0,Not Assigned,"PRFA01000083:59,425..60,663(-)",PRFA01000083:59425..60663(-)
C4B63_83g73,No,middle,19.239846835185,0.565869652021939,0,0,"ribonucleoprotein p18, mitochondrial precursor",C4B63_83g73,0,Not Assigned,"PRFA01000083:45,915..46,487(-)",PRFA01000083:45915..46487(-)
C4B63_83g79,No,early,12.1025028108812,0.761769224954121,0,0,RNA pseudouridylate synthase,C4B63_83g79,0,Not Assigned,"PRFA01000083:30,819..32,864(-)",PRFA01000083:30819..32864(-)
C4B63_83g85,No,middle,23.1261188112057,0.402608869235119,0,0,lysosomal/endosomal membrane protein p67(fragment),C4B63_83g85,0,Not Assigned,"PRFA01000083:17,970..19,601(-)",PRFA01000083:17970..19601(-)
C4B63_84g22,No,early,13.874908187743,1.06923975009948,0,0,conserved hypothetical protein,C4B63_84g22,1,Not Assigned,"PRFA01000084:95,621..96,256(+)",PRFA01000084:95621..96256(+)
C4B63_84g65,No,middle,24.287803420136,0.418715181300326,0,0,conserved hypothetical protein,C4B63_84g65,0,Not Assigned,"PRFA01000084:53,122..53,862(-)",PRFA01000084:53122..53862(-)
C4B63_84g69,No,early,14.2061799349711,1.07098584835862,0,0,conserved hypothetical protein,C4B63_84g69,4,Not Assigned,"PRFA01000084:43,163..46,408(-)",PRFA01000084:43163..46408(-)
C4B63_84g81,No,middle,17.6364341611957,0.352294648408949,0,0,Archaic translocase of outer membrane 11 kDa subunit,C4B63_84g81,0,Not Assigned,"PRFA01000084:21,297..21,614(-)",PRFA01000084:21297..21614(-)
C4B63_85g422c,No,late,29.5188262289566,0.620837763846986,0,0,conserved hypothetical protein,C4B63_85g422c,0,Not Assigned,"PRFA01000085:48,175..48,582(-)",PRFA01000085:48175..48582(-)
C4B63_85g44,No,early,11.4809870313346,0.818923389605813,0,0,ribosomal protein S7,C4B63_85g44,1,Not Assigned,"PRFA01000085:109,890..110,498(-)",PRFA01000085:109890..110498(-)
C4B63_85g45,No,early,12.1547800644474,0.785112402165258,0,0,ribosomal protein S7,C4B63_85g45,1,Not Assigned,"PRFA01000085:109,007..109,615(-)",PRFA01000085:109007..109615(-)
C4B63_85g48,No,middle,24.3547440385402,0.42946863687574,0,0,nicotinamidase,C4B63_85g48,0,Not Assigned,"PRFA01000085:103,512..104,183(-)",PRFA01000085:103512..104183(-)
C4B63_85g50,No,middle,27.5675613242192,1.38411019641503,0,0,conserved hypothetical protein,C4B63_85g50,0,Not Assigned,"PRFA01000085:98,046..101,714(-)",PRFA01000085:98046..101714(-)
C4B63_85g51,No,middle,19.2199045945871,0.206614049317467,0,0,fatty acyl CoA syntetase 1,C4B63_85g51,5,Not Assigned,"PRFA01000085:94,074..96,173(-)",PRFA01000085:94074..96173(-)
C4B63_85g53,No,middle,27.5914267305834,1.34659286676719,0,0,fatty acyl CoA synthetase 2,C4B63_85g53,5,Not Assigned,"PRFA01000085:90,513..92,609(-)",PRFA01000085:90513..92609(-)
C4B63_85g54,No,middle,22.8697373405834,0.632522484761302,0,0,fatty acyl CoA synthetase 2,C4B63_85g54,5,Not Assigned,"PRFA01000085:87,260..89,386(-)",PRFA01000085:87260..89386(-)
C4B63_85g55,No,late,29.1585246962255,0.915001088030326,0,0,fatty acyl CoA syntetase 1,C4B63_85g55,5,Not Assigned,"PRFA01000085:83,676..85,754(-)",PRFA01000085:83676..85754(-)
C4B63_85g57,No,middle,19.7557318027665,0.558894087896756,0,0,conserved hypothetical protein,C4B63_85g57,0,Not Assigned,"PRFA01000085:80,349..81,587(-)",PRFA01000085:80349..81587(-)
C4B63_85g60,No,middle,18.3115030396706,0.541521276951889,0,0,tricarboxylate carrier,C4B63_85g60,0,Not Assigned,"PRFA01000085:74,818..75,801(-)",PRFA01000085:74818..75801(-)
C4B63_85g61,No,middle,19.339432794063,0.199761254909452,0,0,conserved hypothetical protein,C4B63_85g61,0,Not Assigned,"PRFA01000085:70,817..73,462(-)",PRFA01000085:70817..73462(-)
C4B63_85g64,No,early,6.9489860756717,0.18130831624688,0,0,DNA-damage inducible protein DDI1-like protein,C4B63_85g64,0,Not Assigned,"PRFA01000085:62,091..63,533(-)",PRFA01000085:62091..63533(-)
C4B63_85g69,No,middle,17.9721247901612,0.260535658760087,0,0,mitochondrial-processing peptidase subunit beta,C4B63_85g69,0,Not Assigned,"PRFA01000085:53,385..54,827(-)",PRFA01000085:53385..54827(-)
C4B63_85g76,No,early,15.8461565249271,0.49663930503265,0,0,conserved hypothetical protein,C4B63_85g76,0,Not Assigned,"PRFA01000085:32,100..35,705(-)",PRFA01000085:32100..35705(-)
C4B63_85g81,No,early,15.5022485767711,0.308104122853448,0,0,protein kinase,C4B63_85g81,0,Not Assigned,"PRFA01000085:21,122..22,138(-)",PRFA01000085:21122..22138(-)
C4B63_85g83,No,middle,25.76269998229,1.56684620579106,0,0,Eukaryotic initiation factor 4A-1,C4B63_85g83,0,Not Assigned,"PRFA01000085:18,135..19,349(-)",PRFA01000085:18135..19349(-)
C4B63_85g85,No,early,13.9695650859916,0.396169980399613,0,0,conserved hypothetical protein,C4B63_85g85,0,Not Assigned,"PRFA01000085:14,403..15,584(-)",PRFA01000085:14403..15584(-)
C4B63_87g12,No,middle,17.7759967941048,0.387556617437495,0,0,"cytochrome c1, heme protein, mitochondrial",C4B63_87g12,0,Not Assigned,"PRFA01000087:27,094..27,870(+)",PRFA01000087:27094..27870(+)
C4B63_87g15,No,middle,21.3332661222778,0.300057666341179,0,0,Golgi/lysosome glycoprotein 1,C4B63_87g15,0,Not Assigned,"PRFA01000087:29,346..31,193(+)",PRFA01000087:29346..31193(+)
C4B63_87g29,No,middle,20.4061750675237,0.577505286372784,0,0,conserved hypothetical protein,C4B63_87g29,0,Not Assigned,"PRFA01000087:53,405..53,878(+)",PRFA01000087:53405..53878(+)
C4B63_87g7,No,middle,16.9435602210593,1.23491021971561,0,0,"Histone-lysine N-methyltransferase, H3 lysine-76 specific",C4B63_87g7,1,Not Assigned,"PRFA01000087:17,306..18,184(+)",PRFA01000087:17306..18184(+)
C4B63_87g99,No,early,12.7176218128645,0.681282750535195,0,0,sigma-adaptin 3,C4B63_87g99,32,Not Assigned,"PRFA01000087:104,265..104,768(-)",PRFA01000087:104265..104768(-)
C4B63_89g178c,No,middle,19.8752426160913,0.265957037040509,0,0,conserved hypothetical protein,C4B63_89g178c,2,Not Assigned,"PRFA01000089:70,579..70,875(+)",PRFA01000089:70579..70875(+)
C4B63_8g196,No,middle,17.0637998051173,0.707361891080161,0,0,DNA ligase,C4B63_8g196,0,Not Assigned,"PRFA01000008:574,006..575,472(+)",PRFA01000008:574006..575472(+)
C4B63_8g2554c,No,early,13.838536633972,0.616111811393626,0,0,40S ribosomal protein S16,C4B63_8g2554c,1,Not Assigned,"PRFA01000008:185,332..185,781(-)",PRFA01000008:185332..185781(-)
C4B63_8g2652c,No,early,12.3172403172648,1.4329419899663,0,0,10 kDa heat shock protein,C4B63_8g2652c,2,Not Assigned,"PRFA01000008:115,942..116,244(-)",PRFA01000008:115942..116244(-)
C4B63_8g2697c,No,middle,16.8663929134878,0.506942260580654,0,0,ATPase subunit 9,C4B63_8g2697c,1,Not Assigned,"PRFA01000008:83,188..83,517(-)",PRFA01000008:83188..83517(-)
C4B63_8g476,No,early,15.0954645821619,0.531171243512742,0,0,40S ribosomal protein S16,C4B63_8g476,1,Not Assigned,"PRFA01000008:186,053..186,502(-)",PRFA01000008:186053..186502(-)
C4B63_8g482,No,middle,23.1041907971291,0.394876669138344,0,0,conserved hypothetical protein,C4B63_8g482,1,Not Assigned,"PRFA01000008:173,230..174,846(-)",PRFA01000008:173230..174846(-)
C4B63_8g485,No,middle,18.6367247331467,0.552084860160878,0,0,glutathione peroxidase-like protein,C4B63_8g485,4,Not Assigned,"PRFA01000008:166,104..166,598(-)",PRFA01000008:166104..166598(-)
C4B63_8g486,No,middle,17.4885803505844,0.48141995539173,0,0,trypanothione/tryparedoxin dependent peroxidase 2,C4B63_8g486,4,Not Assigned,"PRFA01000008:165,101..165,598(-)",PRFA01000008:165101..165598(-)
C4B63_8g508,No,middle,20.6316940225422,0.289038242209925,0,0,protein disulfide isomerase,C4B63_8g508,2,Not Assigned,"PRFA01000008:124,072..125,535(-)",PRFA01000008:124072..125535(-)
C4B63_8g546,No,late,34.0335657791582,0.568494348493606,0,0,Eukaryotic translation initiation factor 4E type 6,C4B63_8g546,0,Not Assigned,"PRFA01000008:41,110..41,670(-)",PRFA01000008:41110..41670(-)
C4B63_8g556,No,early,12.5523083073212,0.726130233244582,0,0,60S ribosomal protein L7,C4B63_8g556,1,Not Assigned,"PRFA01000008:28,679..29,407(-)",PRFA01000008:28679..29407(-)
C4B63_8g560,No,middle,16.5097330969923,0.549071073690721,0,0,Adenine phosphoribosyltransferase,C4B63_8g560,1,Not Assigned,"PRFA01000008:21,415..22,092(-)",PRFA01000008:21415..22092(-)
C4B63_8g61,No,middle,21.1462958352742,0.548672875805501,0,0,heat shock protein 70 (hsp70),C4B63_8g61,33,Not Assigned,"PRFA01000008:291,268..293,205(+)",PRFA01000008:291268..293205(+)
C4B63_90g46,No,late,30.7979748926956,0.938615193837546,0,0,cysteine synthase,C4B63_90g46,22,Not Assigned,"PRFA01000090:88,215..89,213(+)",PRFA01000090:88215..89213(+)
C4B63_93g73,No,early,15.8869746835343,0.841248367878743,0,0,protein kinase,C4B63_93g73,3,Not Assigned,"PRFA01000093:54,417..55,850(-)",PRFA01000093:54417..55850(-)
C4B63_93g76,No,early,13.3499262655509,0.786808001838196,0,0,40S ribosomal protein S11,C4B63_93g76,2,Not Assigned,"PRFA01000093:50,796..51,317(-)",PRFA01000093:50796..51317(-)
C4B63_95g34,No,early,12.7508014771497,0.700602578739608,0,0,mitochondrial processing peptidase alpha subunit,C4B63_95g34,0,Not Assigned,"PRFA01000095:67,458..68,993(+)",PRFA01000095:67458..68993(+)
C4B63_95g55,No,middle,18.6266158481588,0.314866560011396,0,0,ubiquitin-like protein,C4B63_95g55,0,Not Assigned,"PRFA01000095:105,418..107,283(+)",PRFA01000095:105418..107283(+)
C4B63_97g18,No,middle,20.4420962273249,0.466082689600308,0,0,heat shock protein 110,C4B63_97g18,0,Not Assigned,"PRFA01000097:52,451..54,949(+)",PRFA01000097:52451..54949(+)
C4B63_97g19,No,middle,20.9098609654051,0.425640422615872,0,0,pyruvate dehydrogenase E1 component alpha subunit,C4B63_97g19,0,Not Assigned,"PRFA01000097:56,079..57,215(+)",PRFA01000097:56079..57215(+)
C4B63_97g21,No,early,11.5268557370586,0.896724459056472,0,0,60S ribosomal protein L34,C4B63_97g21,2,Not Assigned,"PRFA01000097:59,538..60,053(+)",PRFA01000097:59538..60053(+)
C4B63_97g30,No,late,32.9218293134531,2.17064674055351,0,0,conserved hypothetical protein,C4B63_97g30,0,Not Assigned,"PRFA01000097:86,772..87,584(+)",PRFA01000097:86772..87584(+)
C4B63_97g35,No,early,12.1727483430079,1.01413757761731,0,0,P-type H+-ATPase,C4B63_97g35,13,Not Assigned,"PRFA01000097:97,028..97,708(+)",PRFA01000097:97028..97708(+)
C4B63_9g1798c,No,middle,17.1445484998944,0.219590654150871,0,0,conserved hypothetical protein,C4B63_9g1798c,0,Not Assigned,"PRFA01000009:411,511..411,942(-)",PRFA01000009:411511..411942(-)
C4B63_9g2133c,No,early,15.5175648458753,0.613975874556782,1.52077630488634E-08,0.000201761392369271,60S ribosomal protein L44,C4B63_9g2133c,2,Not Assigned,"PRFA01000009:193,030..193,350(-)",PRFA01000009:193030..193350(-)
C4B63_9g2155c,No,early,11.410690406025,0.74288242036782,0,0,ribosomal protein L27,C4B63_9g2155c,1,Not Assigned,"PRFA01000009:180,322..180,723(-)",PRFA01000009:180322..180723(-)
C4B63_9g2158c,No,early,11.691419549768,1.00619810853349,0,0,ribosomal protein L27,C4B63_9g2158c,1,Not Assigned,"PRFA01000009:176,282..176,683(-)",PRFA01000009:176282..176683(-)
C4B63_9g235,Yes,middle,21.6194348545935,0.414743949240169,0,0,RNA-binding protein,C4B63_9g235,0,Not Assigned,"PRFA01000009:617,980..619,233(-)",PRFA01000009:617980..619233(-)
C4B63_9g246,No,middle,17.2648718019538,0.374457774669796,0,0,FtsJ cell division protein,C4B63_9g246,0,Not Assigned,"PRFA01000009:597,232..599,964(-)",PRFA01000009:597232..599964(-)
C4B63_9g251,No,late,29.1294659508576,0.606745293857803,0,0,cdc2-related kinase 9,C4B63_9g251,0,Not Assigned,"PRFA01000009:587,475..589,892(-)",PRFA01000009:587475..589892(-)
C4B63_9g254,No,late,33.0220757011591,0.8706432158539,0,0,conserved hypothetical protein,C4B63_9g254,0,Not Assigned,"PRFA01000009:583,202..585,670(-)",PRFA01000009:583202..585670(-)
C4B63_9g263,No,middle,17.5246019151434,0.378296741533808,0,0,trypanothione synthetase,C4B63_9g263,0,Not Assigned,"PRFA01000009:564,612..566,555(-)",PRFA01000009:564612..566555(-)
C4B63_9g287,No,middle,20.7342349523349,0.234757527399137,0,0,"Phosphoenolpyruvate carboxykinase [ATP], glycosomal",C4B63_9g287,6,Not Assigned,"PRFA01000009:510,662..512,239(-)",PRFA01000009:510662..512239(-)
C4B63_9g293,No,middle,25.3426122856883,0.432979997755183,0,0,Mitochondrial-processing peptidase subunit alpha,C4B63_9g293,0,Not Assigned,"PRFA01000009:493,684..495,078(-)",PRFA01000009:493684..495078(-)
C4B63_9g319,Yes,middle,26.0814941173655,1.13429952451892,0,0,heterogeneous nuclear ribonucleoprotein H/F,C4B63_9g319,0,Not Assigned,"PRFA01000009:448,260..449,612(-)",PRFA01000009:448260..449612(-)
C4B63_9g321,No,late,29.3213585804023,0.989688982820715,0,0,"guide RNA associated protein, GAP1",C4B63_9g321,0,Not Assigned,"PRFA01000009:442,447..443,901(-)",PRFA01000009:442447..443901(-)
C4B63_9g322,No,late,31.6908882173252,0.698228362597267,0,0,translation initiation factor IF-2,C4B63_9g322,0,Not Assigned,"PRFA01000009:438,313..440,814(-)",PRFA01000009:438313..440814(-)
C4B63_9g333,No,middle,22.0878421425621,1.64842306232503,0,0,"cysteine peptidase, Clan CA, family C51",C4B63_9g333,3,Not Assigned,"PRFA01000009:404,882..405,814(-)",PRFA01000009:404882..405814(-)
C4B63_9g377,No,middle,20.7783582401301,0.375074227419116,0,0,Present in the outer mitochondrial membrane proteome 22,C4B63_9g377,1,Not Assigned,"PRFA01000009:308,914..311,523(-)",PRFA01000009:308914..311523(-)
C4B63_9g436,No,middle,20.6740291059567,0.734374795150413,0,0,conserved hypothetical protein,C4B63_9g436,0,Not Assigned,"PRFA01000009:190,501..191,742(-)",PRFA01000009:190501..191742(-)
C4B63_9g494,No,middle,23.0879073317491,0.343460034337826,0,0,cytochrome-b5 reductase,C4B63_9g494,0,Not Assigned,"PRFA01000009:71,578..72,504(-)",PRFA01000009:71578..72504(-)
